Alternative,g1,g2,g3,g4,g5,g6,Class
a1564,0.666667,0.333333,0,0,1,1,Cl1
a1565,0.666667,1,1,0,0,1,Cl2
a1566,0,0,0.666667,0.5,0.5,0,Cl1
a1567,0.666667,0.666667,1,0.5,0,0,Cl1
a1568,0.666667,0,0.666667,1,0,0,Cl1
a1569,0,1,0.333333,0.5,0.5,0,Cl1
a1570,0,0.333333,0,0.5,0,1,Cl1
a1571,0.666667,1,0.333333,0,1,0.5,Cl1
a1572,1,0.333333,0,1,0,0.5,Cl2
a1573,0.333333,0,0,0.5,0.5,0.5,Cl1
a1574,0.666667,0,1,1,1,0,Cl1
a1575,1,0,1,0.5,0.5,0,Cl1
a1576,0,0,0,0,0.5,0,Cl1
a1577,0.666667,0.333333,0.333333,1,0.5,0,Cl1
a1578,1,1,0.333333,0,0,0,Cl1
a1579,0,0.333333,1,0,0.5,0,Cl1
a1580,0,0,0.333333,1,0,0.5,Cl1
a1581,0.666667,0.333333,0.666667,1,1,1,Cl3
a1582,0.666667,1,0.666667,0,0.5,0.5,Cl1
a1583,0,0.666667,0,1,0,1,Cl2
a1584,0.666667,1,1,1,0.5,1,Cl3
a1585,0,0,0.333333,0,1,1,Cl1
a1586,0.666667,0,1,0.5,1,1,Cl2
a1587,1,0.666667,0,1,0,1,Cl3
a1588,1,0.666667,0,1,0.5,0.5,Cl2
a1589,0,0,0.333333,0.5,0,0,Cl1
a1590,0.666667,1,0,0.5,1,1,Cl3
a1591,1,1,0.333333,0,0.5,0,Cl1
a1592,1,0,0,0,0.5,0.5,Cl1
a1593,0.333333,0,0.333333,1,1,0.5,Cl1
a1594,1,0,0.333333,0,0.5,0.5,Cl1
a1595,0.666667,0.666667,0.666667,0.5,0,0.5,Cl1
a1596,0,0,1,0,1,0,Cl1
a1597,0,1,0.666667,0,0.5,0,Cl1
a1598,0,0,0.666667,0.5,1,1,Cl1
a1599,0.333333,1,0,0.5,1,0,Cl1
a1600,0.666667,0.333333,0.666667,0.5,0,0,Cl1
a1601,0.666667,0,0.666667,0.5,1,1,Cl2
a1602,0,0.333333,1,1,0.5,1,Cl2
a1603,1,0,0.666667,0,0,0.5,Cl1
a1604,0,0.333333,0.333333,0.5,1,0,Cl1
a1605,1,1,1,0.5,0.5,1,Cl3
a1606,0,1,0,1,1,0,Cl1
a1607,1,0.666667,0.666667,1,0,1,Cl3
a1608,0.333333,1,1,0.5,0,0.5,Cl1
a1609,0.666667,1,0,1,0,0.5,Cl2
a1610,0,0.666667,0.666667,0.5,1,0.5,Cl1
a1611,0.333333,0,0.333333,1,1,0.5,Cl1
a1612,0.333333,1,0,1,1,0,Cl1
a1613,0.333333,0,0,0.5,0.5,0.5,Cl1
a1614,0.333333,0.666667,0,1,0,0.5,Cl1
a1615,0,0,1,1,1,0.5,Cl1
a1616,0.666667,0,0.333333,0.5,0,0,Cl1
a1617,1,0.333333,0.333333,1,0,0.5,Cl2
a1618,1,0.666667,0,0.5,0.5,0.5,Cl2
a1619,0.333333,1,0.666667,0.5,0,0.5,Cl1
a1620,0.666667,0.333333,0,0,0.5,0,Cl1
a1621,0.666667,0,0,1,0,0.5,Cl1
a1622,0,0.666667,0.333333,1,1,0.5,Cl2
a1623,0.666667,1,0.333333,0,1,0,Cl1
a1624,0,0,0.666667,0,0,0.5,Cl1
a1625,0,1,0.666667,1,0,1,Cl2
a1626,0.666667,0.666667,0,0.5,0.5,0,Cl1
a1627,0.333333,1,0.333333,0,1,1,Cl2
a1628,0.333333,0,0,0,0,0.5,Cl1
a1629,0,0.666667,0.333333,0,1,0,Cl1
a1630,0,0.333333,1,0,1,1,Cl1
a1631,0.333333,0,1,0,0.5,0.5,Cl1
a1632,0.666667,0.333333,0.333333,0,0,0.5,Cl1
a1633,0.333333,0.333333,0,0.5,1,0,Cl1
a1634,0.666667,0.333333,0.333333,0,1,0,Cl1
a1635,0.333333,1,1,0,0,0.5,Cl1
a1636,0.666667,0,0.666667,0.5,1,1,Cl2
a1637,0,0,0.666667,1,0,0.5,Cl1
a1638,0.666667,0,0.666667,0.5,1,0.5,Cl1
a1639,0.666667,0,1,0.5,0,1,Cl1
a1640,1,0.333333,1,0.5,0.5,0.5,Cl1
a1641,0.666667,1,0.333333,0.5,0.5,1,Cl2
a1642,1,0.666667,1,0.5,0,0,Cl1
a1643,0.666667,1,0.666667,0,0,1,Cl1
a1644,0.666667,1,1,1,1,0.5,Cl3
a1645,0.333333,1,0.333333,0.5,0,1,Cl2
a1646,0.333333,0.666667,0.333333,0,0,0.5,Cl1
a1647,0.666667,0,0,0,0,0,Cl1
a1648,1,0.333333,0.666667,0,1,0,Cl1
a1649,0.333333,0.333333,1,1,0,0.5,Cl1
a1650,0.333333,0,0.333333,1,0,0.5,Cl1
a1651,0,0.333333,0.666667,0.5,0.5,0,Cl1
a1652,0.333333,0,0,0.5,1,1,Cl1
a1653,0.333333,0.666667,1,0,0.5,0.5,Cl1
a1654,1,0,0,0,0.5,1,Cl1
a1655,1,0,1,1,0,0,Cl1
a1656,1,1,0,0.5,0,0.5,Cl2
a1657,0.666667,0.333333,0.333333,0.5,0,1,Cl2
a1658,0.666667,0.333333,0,0,0.5,1,Cl1
a1659,1,0,0.666667,1,0.5,1,Cl3
a1660,0.333333,0,0.666667,0,0,0.5,Cl1
a1661,1,0.666667,0.666667,1,0.5,1,Cl3
a1662,0.333333,0,0.333333,1,1,0.5,Cl1
a1663,1,0.666667,0.333333,1,0,0,Cl1
a1664,1,0,1,0.5,0,0.5,Cl1
a1665,1,0.333333,1,0,0.5,0.5,Cl1
a1666,1,1,1,1,0.5,1,Cl3
a1667,1,0.666667,0.333333,0.5,1,0,Cl1
a1668,0,0,0,0,0,0.5,Cl1
a1669,0.666667,0,0.333333,1,1,0,Cl1
a1670,0.666667,0.333333,0,0,1,0.5,Cl1
a1671,0,1,1,0,0,0,Cl1
a1672,0,1,0.666667,0,0,0.5,Cl1
a1673,0,0.333333,0.666667,0.5,0,1,Cl1
a1674,0.666667,1,0,0,1,0.5,Cl1
a1675,0.333333,1,0,0,0,0.5,Cl1
a1676,0.333333,1,0,0.5,0,0,Cl1
a1677,0.333333,0.666667,0.666667,0.5,0.5,1,Cl2
a1678,1,0,0.666667,0.5,0.5,0,Cl1
a1679,0,0.666667,0.333333,0.5,0,1,Cl1
a1680,0.333333,0,0.333333,1,0.5,1,Cl2
a1681,1,0.333333,1,0.5,1,0.5,Cl2
a1682,1,1,0.333333,0.5,0.5,0.5,Cl2
a1683,1,1,0,1,0.5,1,Cl3
a1684,0.333333,0.333333,0.666667,0,0,1,Cl1
a1685,0,0,0,0,1,1,Cl1
a1686,0,0,1,0.5,0.5,0.5,Cl1
a1687,0.666667,0.333333,1,1,0.5,1,Cl3
a1688,0.333333,0.666667,0.333333,1,1,0.5,Cl2
a1689,0.666667,0,0,1,1,0,Cl1
a1690,0.333333,0,0.666667,0,1,1,Cl1
a1691,1,1,0.666667,0,1,0,Cl1
a1692,1,0,0,0,1,0.5,Cl1
a1693,0.666667,0,0.333333,1,1,0,Cl1
a1694,0,0.666667,0.666667,1,0,0.5,Cl1
a1695,1,0.333333,1,0.5,1,0,Cl1
a1696,0,0.333333,0.333333,0,0.5,1,Cl1
a1697,0,0,0.666667,1,1,1,Cl2
a1698,0,0.333333,1,1,0.5,0.5,Cl1
a1699,0,0,0,0,1,0.5,Cl1
a1700,1,1,1,1,0.5,0,Cl2
a1701,0,0.666667,0.333333,0,0,1,Cl1
a1702,0,1,0.333333,1,0.5,0.5,Cl2
a1703,0,0,1,1,0.5,0,Cl1
a1704,0,0.333333,0,1,1,0,Cl1
a1705,1,0.666667,0.333333,0,1,0.5,Cl1
a1706,0,0.666667,0,0,1,0,Cl1
a1707,0.666667,0.666667,0.666667,0.5,0.5,1,Cl2
a1708,0.333333,0.333333,0,0,1,0.5,Cl1
a1709,0.333333,0.666667,0,0.5,0,0.5,Cl1
a1710,1,0.333333,0,0,1,1,Cl2
a1711,0.666667,0,1,1,0,0.5,Cl1
a1712,0,0.666667,0.333333,0.5,0,0.5,Cl1
a1713,0.666667,1,0,1,0,0.5,Cl2
a1714,0,0.333333,0.333333,0.5,1,0.5,Cl1
a1715,1,0,0,0.5,0,1,Cl2
a1716,0.333333,0.666667,0.333333,1,0.5,1,Cl2
a1717,0.333333,1,1,1,0.5,0.5,Cl2
a1718,0.666667,0.666667,1,0,0,0.5,Cl1
a1719,0.666667,0.666667,0.666667,0.5,0,1,Cl2
a1720,0.333333,0,0,0.5,0.5,0.5,Cl1
a1721,0.333333,1,0.333333,0.5,0,0.5,Cl1
a1722,0.666667,0.333333,0.333333,1,0,1,Cl2
a1723,0.333333,0.666667,0.666667,0,0.5,0.5,Cl1
a1724,0.333333,0.333333,1,1,0.5,0,Cl1
a1725,0,0.333333,0.333333,0.5,0,0,Cl1
a1726,0.666667,0.333333,0.666667,1,1,0,Cl1
a1727,0.666667,1,0.333333,1,0,0.5,Cl2
a1728,1,0,0,0,0.5,0.5,Cl1
